itemLabel,birthplaceLabel,birthdate,coord,deathplaceLabel,praenomenLabel,gensLabel,cognomenLabel,fatherLabel,motherLabel
Gnaeus Pinarius Cornelius Clemens,Spain,0050-01-01T00:00:00Z,Point(-3.5 40.2),Spello,Gnaeus,,,,
Cornelia Major,ancient Rome,,Point(12.48 41.89),t2163695721,,Cornelia gens,,Lucius Cornelius Cinna,Annia
Eucher,Rome,0389-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,,,,Stilicho,Serena
Eucher,Rome,0389-01-01T00:00:00Z,Point(12.482777777 41.893055555),Ravenna,,,,Stilicho,Serena
Gnaeus Fabius Ambustus,ancient Rome,,Point(12.48 41.89),t2129361925,Gnaeus,Fabia gens,,t2129361926,t2129361929
Pontius of Cimiez,Rome,0250-01-01T00:00:00Z,Point(12.482777777 41.893055555),,,Pontia gens,,,
Marcia,Rome,0033-01-01T00:00:00Z,Point(12.482777777 41.893055555),,,Marcia gens,,Quintus Marcius Barea Sura,Antonia Furnilla
Tiberius Julius Sauromates II,Bosporan Kingdom,0150-01-01T00:00:00Z,Point(37.04 45.26),Bosporan Kingdom,Tiberius,Julia gens,,Tiberius Julius Eupator,
Lucius Baebius Dives,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2129518463,Lucius,Baebia gens,,t2129518455,t2129518459
Lucius Flavius,ancient Rome,-0050-01-01T00:00:00Z,Point(12.48 41.89),t2267559458,Lucius,Flavia gens,,Lucius Flavius,t2267559460
Lucius Julius Iullus,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2169383601,Lucius,Julia gens,,Lucius Julius Iullus,t2169383603
Lucius Mamilius Vitulus,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2164137706,Lucius,Mamilia gens,,t2164137720,t2164137723
Lucius Papirius Cursor,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2129518449,Lucius,Papiria gens,,Lucius Papirius Cursor,t2129518451
Lucius Papirius Cursor,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2129518449,Lucius,Papiria gens,,t2129518458,t2129518451
Cyprianus Gallus,Gaul,0397-01-01T00:00:00Z,Point(2.9 46.5),,,,,,
Alypius of Thagaste,Thagaste,0360-01-01T00:00:00Z,Point(7.951111 36.286389),,,,,,
Valerius,ancient Rome,,Point(12.48 41.89),t2196418729,t2196418735,Valeria gens,,t2196418727,t2196418725
Icilius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2266202925,t2266202929,Icilia gens,,Lucius Icilius,t2266202927
Marcus Papirius,ancient Rome,t2121097384,Point(12.48 41.89),t2121097387,Marcus,Papiria gens,,t2121097395,t2121097386
Aulus Aternius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2121929732,Aulus,Aternia gens,,t2121929729,t2121929725
Poetelius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2121938067,t2121938062,Poetelia gens,,t2121938064,t2121938068
Marcus Papirius Mugillanus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124010173,Marcus,Papiria gens,Mugillanus,t2124010179,t2124010172
Marcus Papirius Atratinus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124014864,Marcus,Papiria gens,Atratinus,t2124014860,t2124014859
Publius Sestius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),Latium,Publius,Sestia gens,,t2125079820,t2125079819
Helvius,Arpino,-0200-01-01T00:00:00Z,Point(13.61155 41.64705),t2118359436,t2118359439,Helvia gens,,t2118359437,t2118359441
Helvia,Arpino,-0200-01-01T00:00:00Z,Point(13.61155 41.64705),t2118358944,,Helvia gens,,Helvius,t2118358940
Lucius Herennius Balbus,ancient Rome,,Point(12.48 41.89),t2119216305,Lucius,Herennia gens,Balbus,t2119216304,t2119216307
Marcus Seius Strabo,ancient Rome,,Point(12.48 41.89),t2119216478,Marcus,Seia gens,Strabo,t2119216476,t2119216462
Terentia,ancient Rome,,Point(12.48 41.89),t2119216496,,Terentia gens,,Aulus Terentius Varro,t2119216466
Publius Calpurnius Lanarius,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2224141289,Publius,Calpurnia gens,Lanarius,Publius Calpurnius,t2224141284
Quintus Calpurnius Piso,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2125304764,Quintus,Calpurnia gens,Piso,Quintus Calpurnius Piso,t2125304765
Publius Calpurnius,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2125307662,Publius,Calpurnia gens,,t2125307655,t2125307660
Attius Labeo,,0050-01-01T00:00:00Z,,,t2216279685,Attia gens,,,
Aemilia Lepida,,-0002-01-01T00:00:00Z,,,,Aemilia gens,Lepida,Lucius Aemilius Paullus,Julia the Younger
Calpurnia,ancient Rome,,Point(12.48 41.89),t2124211661,,Calpurnia gens,,Marcus Calpurnius Bibulus,t2124211662
Domitia,ancient Rome,,Point(12.48 41.89),t2251190428,,Domitia gens,,Gnaeus Domitius Calvinus,t2251190432
Maria,Arpino,t2248162596,Point(13.61155 41.64705),t2248162593,,Maria gens,,Gaius Marius,Fulcinia
Maria,Arpino,t2248162012,Point(13.61155 41.64705),t2248162011,,Maria gens,,Gaius Marius,Fulcinia
Valeria,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2028239405,,Valeria gens,,Marcus Valerius Messalla Niger,t2028239406
Manius Tullius Tolerinus,ancient Rome,-0600-01-01T00:00:00Z,Point(12.48 41.89),t2118989731,Manius,Tullia gens,Tolerinus,t2118989729,t2118989733
Aulus Cornelius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2120542375,Aulus,Cornelia gens,,t2120542374,t2120542376
Quintus Servilius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2120545447,Quintus,Servilia gens,,t2120545449,t2120545450
Icilius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2266203744,t2266203741,Icilia gens,,Lucius Icilius,t2266203740
Gegania,Rome,-0600-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2228588937,,Gegania gens,,t2228588941,t2228588939
Titinius,ancient Rome,-0199-01-01T00:00:00Z,Point(12.48 41.89),Rome,t2264481646,Titinia gens,,t2264481647,t2264481650
Titus Ampius Balbus,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2210417189,Titus,Ampia gens,,t2210417191,t2210417192
Titus Publius Carisius,ancient Rome,-0054-01-01T00:00:00Z,Point(12.48 41.89),t2229094140,Publius,Carisia gens,,t2229094137,t2229094135
Antonius Caecinius Sabinus,,0250-01-01T00:00:00Z,,,,Antonia gens,,,
Quintus Antonius,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2116894004,Quintus,Antonia gens,,t2116894005,t2116894007
Aulus Antonius,ancient Rome,t2157257906,Point(12.48 41.89),t2157257904,Aulus,Antonia gens,,t2157257905,t2157257912
Marcus Antonius,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2117088326,Marcus,Antonia gens,,t2117088320,t2117088324
Gnaeus Sergius Silus,ancient Rome,,Point(12.48 41.89),t2120576491,Gnaeus,Sergia gens,Silus,t2120576492,t2120576489
Marcus Laevinus,ancient Rome,-0600-01-01T00:00:00Z,Point(12.48 41.89),t2118981547,Marcus,Valeria gens,Laevinus,t2118981545,t2118981548
Lucius Fulvius Gavius Numisius Aemilianus,,0200-01-01T00:00:00Z,,,Lucius,Gavia gens,,Lucius Fulvius Aemilianus,
Gaius Julius Cornutus Tertullus,,0045-01-01T00:00:00Z,,,Gaius,Julia gens,,,
Uranius,,0200-01-01T00:00:00Z,,,,,Antoninus,,
Orbinia,ancient Rome,t2120018349,Point(12.48 41.89),Rome,,Orbinia gens,,t2120018341,t2120018346
Marcus Duillius,ancient Rome,t2267876635,Point(12.48 41.89),t2267876636,Marcus,Duilia gens,,t2267876637,t2267876638
Manius Valerius,ancient Rome,t2120023357,Point(12.48 41.89),t2120023363,Manius,Valeria gens,,t2120023358,t2120023359
Aulus Verginius,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2120546625,Aulus,Verginia gens,,t2120546617,t2120546620
Quintus Tullius Cicero,Rome,-0065-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Quintus,Tullia gens,Cicero,Quintus Tullius Cicero,Pomponia
Publius Valerius Flaccus,ancient Rome,,Point(12.48 41.89),t2216466203,Publius,Valeria gens,,t2216466204,t2216466209
Venuleius,ancient Rome,,Point(12.48 41.89),t2163694594,t2163694596,Venuleia gens,,t2163694599,t2163694598
Quintus Numitorius Pullus,ancient Rome,,Point(12.48 41.89),t2163694612,Quintus,Numitoria gens,Pullus,t2163694613,t2163694616
Pontia Postumina,ancient Rome,t2083494961,Point(12.48 41.89),Rome,,Pontia gens,,t2083494952,t2083494953
Lucius Tullius Cicero,Arpino,-0200-01-01T00:00:00Z,Point(13.61155 41.64705),t2118340102,Lucius,Tullia gens,Cicero,Marcus Tullius Cicero,Gratidia
Marcus Tullius Cicero,Arpino,-0200-01-01T00:00:00Z,Point(13.61155 41.64705),t2247366565,Marcus,Tullia gens,Cicero,t2247366563,t2247366566
Lucius Calpurnius Piso,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2125300307,Lucius,Calpurnia gens,Piso,t2125300302,t2125300304
Helena,,0301-01-01T00:00:00Z,,Vienne,,,,Constantine the Great,Fausta
Pompeius Strabo,,-0134-01-01T00:00:00Z,,Rome,Gnaeus,Pompeia gens,,Sextus Pompeius,t2246928451
Eusebius,,0300-01-01T00:00:00Z,,,,,,,
Eusebius,,0300-01-01T00:00:00Z,,,,,,,
Acilius Glabrio,,0100-01-01T00:00:00Z,,t2124871093,t2124871091,Acilia gens,Glabrio,t2124871085,t2124871096
Lucius Antistius Rusticus,,0048-01-01T00:00:00Z,,Rome,Lucius,Antistia gens,Rusticus,,
Titus Messius Extricatus,,0150-01-01T00:00:00Z,,Rome,Titus,Messia gens,Extricatus,,
Manius Acilius Glabrio,,0150-01-01T00:00:00Z,,,Manius,,,Manius Acilius Glabrio Gnaeus Cornelius Severus,
Marcus Oclatinius Adventus,,0160-01-01T00:00:00Z,,,Marcus,,,,
Julia,,-0200-01-01T00:00:00Z,,Rome,,Julia gens,,Gaius Julius Caesar,Marcia
Lollia Paulina,,0015-01-01T00:00:00Z,,,,Lollia gens,,Marcus Lollius,Volusia Saturnina
Tullia,,-0078-01-01T00:00:00Z,,t2236111027,,Tullia gens,,Cicero,Terentia
Lucius Postumius Tempsanus,ancient Rome,,Point(12.48 41.89),t2163695256,Lucius,Postumia gens,Tempsanus,t2163695253,t2163695260
Lucius Rubrius,ancient Rome,,Point(12.48 41.89),t2179721167,Lucius,Rubria gens,,t2179721168,t2179721169
Lucius Trebonius Asper,ancient Rome,,Point(12.48 41.89),t2248123298,Lucius,Trebonia gens,Asper,t2248123304,t2248123301
Lucius Furius,ancient Rome,,Point(12.48 41.89),t2163699362,Lucius,Furia gens,,t2163699360,t2163699364
Lucius Hortensius,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2219228101,Lucius,Hortensia gens,,t2219228111,t2219228099
Marcus Curius,ancient Rome,,Point(12.48 41.89),t2163699414,Marcus,Curia gens,,t2163699407,t2163699410
Marcus Asellius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124069855,Marcus,Asellia gens,,t2124069857,t2124069861
Marcus Atilius Regulus,Rome,-0250-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2131514632,Marcus,Atilia gens,Regulus,Marcus Atilius Regulus,t2131514639
Marcus Atius Balbus,Ariccia,-0147-01-01T00:00:00Z,Point(12.666666666 41.716666666),Rome,Marcus,Atia gens,Balbus,,
Marcus Volscius Fictor,ancient Rome,,Point(12.48 41.89),t2163694992,Marcus,Volscia gens,Fictor,t2163694991,t2163694990
Marcus Lollius,ancient Rome,-0024-01-01T00:00:00Z,Point(12.48 41.89),t2251474304,Marcus,Lollia gens,,Marcus Lollius,t2251474303
Marcus Minucius Rufus,ancient Rome,,Point(12.48 41.89),t2255430447,Marcus,Minucia gens,Rufus,t2255430450,t2255430445
Marcus Pomponius,ancient Rome,t2121082099,Point(12.48 41.89),t2121082101,Marcus,Pomponia gens,,t2121082097,t2121082100
Marcus Postumius,ancient Rome,,Point(12.48 41.89),t2119212731,Marcus,Postumia gens,,t2119212749,t2119212754
Marcus Sextius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2125183641,Marcus,Sextia gens,,t2125183638,t2125183642
Titus Siccius,ancient Rome,-0600-01-01T00:00:00Z,Point(12.48 41.89),t2119011356,Titus,Siccia gens,,t2119011353,t2119011358
Vindex,,0025-01-01T00:00:00Z,,,Gaius,Julia gens,Vindex,,
Lucius Cornelius Lentulus,,-0034-01-01T00:00:00Z,,,Lucius,Cornelia gens,Lentulus,Lucius Cornelius Lentulus Cruscellio,
Sextus Quintilius Valerius Maximus,,0150-01-01T00:00:00Z,,,Sextus,Valeria gens,,Sextus Quintilius Valerius Maximus,
Marcus Vettulenus Civica Barbarus,,0125-01-01T00:00:00Z,,,Marcus,,,Sextus Vettulenus Civica Cerialis,Plautia
Lucius Fulvius Emilianus,,0200-01-01T00:00:00Z,,,Lucius,Fulvia gens,,Lucius Fulvius Aemilianus,
Servius Cornelius Scipio Salvidienus Orfitus,,0100-01-01T00:00:00Z,,,Servius,,,Servius Cornelius Scipio Salvidienus Orfitus,
Gnaeus Cornelius Lentulus Gaetulicus,,0022-01-01T00:00:00Z,,,Gnaeus,Cornelia gens,,Gnaeus Cornelius Lentulus Gaetulicus,
Aulus Claudius Charax,,0150-01-01T00:00:00Z,,,Aulus,Claudia gens,,,
Abundantius,,0400-01-01T00:00:00Z,,,t2094820040,t2094820045,,,
Eustathius of Cappadocia,,0300-01-01T00:00:00Z,,,,,,,
Arria,,,,,,Arria gens,,,
Pompeia Magna,,-0070-01-01T00:00:00Z,,,,,,Pompey,Mucia Tertia
Silbannacus,,0200-01-01T00:00:00Z,,,,,,,
Valerius Romulus,,0294-01-01T00:00:00Z,,,Marcus,Valeria gens,,Maxentius,Valeria Maximilla
Antonia Gordiana,,0201-01-01T00:00:00Z,,,,Antonia gens,,Gordian I,
Fannius Quadratus,,,,,t2217544389,Fannia gens,Quadratus,,
Flavius Decius Paulinus Iunior,,0600-01-01T00:00:00Z,,,,Decia gens,,,
Gaius Julius Caesar,,t2251709292,,t2251709296,Gaius,Julia gens,Caesar,,t2251709298
Marcus Cluvius Rufus,,0050-01-01T00:00:00Z,,,Marcus,Cluvia gens,,,
Gaius Bellicius Natalis,,0100-01-01T00:00:00Z,,,Gaius,Bellicia gens,,,
Publius Sempronius Sophus,,-0400-01-01T00:00:00Z,,t2250015231,Publius,Sempronia gens,Sophus,Publius Sempronius,t2250015228
Gallienus,,t2259747124,,Mediolanum,Publius,Licinia gens,,Valerian,Mariniana
Gallienus,,t2259747124,,Mediolanum,Publius,Egnatia gens,,Valerian,Mariniana
Valerius Comazon Eutychianus,,0300-01-01T00:00:00Z,,Rome,Publius,Valeria gens,,,
Ingenuus,,0200-01-01T00:00:00Z,,Osijek,t2207691512,t2207691514,,,
Ecdicius,,0420-01-01T00:00:00Z,,,,,,Avitus,
Marcus Gavius Apicius,,-0024-01-01T00:00:00Z,,,Marcus,Gavia gens,,,
Titus Calidius Severus,,0050-01-01T00:00:00Z,,,Titus,Calidia gens,,,
Pompey,,-0105-09-30T00:00:00Z,,Pelusium,Gnaeus,Pompeia gens,Magnus,Pompeius Strabo,t2240393830
Gnaeus Pinarius Cornelius Severus,,0050-01-01T00:00:00Z,,,Gnaeus,Cornelia gens,Severus,,
Gnaeus Pinarius Cornelius Severus,,0050-01-01T00:00:00Z,,,Gnaeus,Pinaria gens,Severus,,
Servius Sulpicius Camerinus Cornutus,,-0600-01-01T00:00:00Z,,Rome,Servius,Sulpicia gens,Camerinus,Publio Sulpicio Camerino,t2163311830
Servius Sulpicius Camerinus Cornutus,,-0600-01-01T00:00:00Z,,Rome,Servius,Sulpicia gens,Q11915680,Publio Sulpicio Camerino,t2163311830
Marcus Ambibulus,,-0100-01-01T00:00:00Z,,,Marcus,,,,
Coponius,,-0100-01-01T00:00:00Z,,,t2090356207,Coponia gens,,,
Annius Rufus,,-0050-01-01T00:00:00Z,,,t2242563337,Annia gens,,,
Valerius Gratus,,-0050-01-01T00:00:00Z,,,t2066047018,Valeria gens,Gratus,,
Lucius Scribonius Libo,,-0050-01-01T00:00:00Z,,,Lucius,Scribonia gens,Libo,Lucius Scribonius Libo Drusus,Cornelia Pompeia
Pelagius,,0360-01-01T00:00:00Z,,Palestine,,,,,
Flavius Severianus,,0300-01-01T00:00:00Z,,,,Flavia gens,,Flavius Valerius Severus,
Prisca,,0300-01-01T00:00:00Z,,Thessaloniki,,,,,
Gaius Cassius Longinus,,-0004-01-01T00:00:00Z,,,Gaius,Cassia gens,Longinus,,
Licinius II,,0315-01-01T00:00:00Z,,,t2126373077,Licinia gens,Licinianus,Licinius,Flavia Julia Constantia
Licinius II,,0315-01-01T00:00:00Z,,,t2126373077,Valeria gens,Licinianus,Licinius,Flavia Julia Constantia
Castulus,,0300-01-01T00:00:00Z,,Rome,,,,,
Tertullian,,0160-01-01T00:00:00Z,,Roman Carthage,Quintus,Septimia gens,,,
Marcus Cocceius Nerva,,-0100-01-01T00:00:00Z,,Capri,Marcus,Cocceia gens,,Marcus Cocceius Nerva,
Marcus Antonius Orator,,-0142-01-01T00:00:00Z,,Rome,Marcus,Antonia gens,,Marcus Antonius,t2229091289
Jotapianus,,,,Syria,,Fulvia gens,,,
Servius Cornelius Dolabella Metilianus Pompeius Marcellus,,0100-01-01T00:00:00Z,,,Servius,,,Servius Cornelius Dolabella Petronianus,
Romanus,,0300-01-01T00:00:00Z,,,,,,,
Polemius Silvius,,0350-01-01T00:00:00Z,,,,,,,
Maxentius,,0278-01-01T00:00:00Z,,Ponte Milvio,,,,Maximian,Eutropia
Turpilius,,-0200-01-01T00:00:00Z,,Mondragone,Sextus,Turpilia gens,,t2232623836,t2232623835
Silvanus,,0400-01-01T00:00:00Z,,Cologne,,Claudia gens,Silvanus,Bonitus,
Abudius Ruso,,-0100-01-01T00:00:00Z,,t2120857074,t2120857065,Abudia gens,Ruso,,
Carinus,,0250-01-01T00:00:00Z,,Moesia,,,,Carus,t2222238468
Lucius Tarquinius Superbus,,-0600-01-01T00:00:00Z,,Cumae,Lucius,Tarquinia gens,,Gnaeus Tarquinius,t2228680895
Tullus Hostilius,,-0709-01-01T00:00:00Z,,,Tullus,Hostilia gens,,t2245274825,t2245274820
Marcus Statius Priscus,,0150-01-01T00:00:00Z,,,Marcus,Licinia gens,,,
Volusianus,,0300-01-01T00:00:00Z,,Terni,Gaius,,,Trebonianus Gallus,Afinia Gemina Baebiana
Glycerius,,0430-01-01T00:00:00Z,,Dalmatia,,,,,
Ancus Marcius,,-0674-01-01T00:00:00Z,,Rome,Q98660919,Marcia gens,,Numa Marcius,Pompilia
Syagrius,,0430-01-01T00:00:00Z,,Soissons,,Afrania gens,,Aegidius,
Constantine III,,0400-01-01T00:00:00Z,,Ravenna,,,,,
Spurius Larcius,,-0600-01-01T00:00:00Z,,t2110216007,Spurius,Lartia gens,Rufus,Q97924803,t2110216004
Spurius Larcius,,-0600-01-01T00:00:00Z,,t2110216007,Spurius,Lartia gens,Flavus,Q97924803,t2110216004
Justin,,0101-01-01T00:00:00Z,,,Marcus,,,,
Magnus Maximus,,0335-01-01T00:00:00Z,,Aquileia,,,,,
Tiberius Gracchus,,-0161-01-01T00:00:00Z,,Rome,Tiberius,Sempronia gens,Gracchus,Tiberius Sempronius Gracchus,Cornelia
Calepius,,0400-01-01T00:00:00Z,,,,Flavia gens,,,
Hyginus Gromaticus,,0100-01-01T00:00:00Z,,,,,,,
Lucius Junius Brutus,,-0539-01-01T00:00:00Z,,Silva Arsia,Lucius,Junia gens,Brutus,Marcus Junius,Tarquinia
Flavius Caper,,0150-01-01T00:00:00Z,,,,Flavia gens,,,
Lucretia,,-0600-01-01T00:00:00Z,,Rome,,Lucretia gens,,Spurius Lucretius Tricipitinus,Junia
Vipsania Agrippina,,-0032-01-01T00:00:00Z,,Rome,,Vipsania gens,Agrippina,Marcus Vipsanius Agrippa,Pomponia Caecilia Attica
Flavia Maximiana Theodora,,0270-01-01T00:00:00Z,,,,Flavia gens,,Afranius Hannibalianus,Eutropia
Vibia Sabina,,0083-01-01T00:00:00Z,,,,Vibia gens,,Lucius Vibius Sabinus,Salonia Matidia
Vibia Sabina,,0086-01-01T00:00:00Z,,,,Vibia gens,,Lucius Vibius Sabinus,Salonia Matidia
Scribonia,,-0069-01-01T00:00:00Z,,Reggio Calabria,,Scribonia gens,,Lucius Scribonius Libo,Sentia
Galeria Valeria,,0266-01-01T00:00:00Z,,Thessaloniki,,Valeria gens,,Diocletian,Prisca
Calpurnia,,-0100-01-01T00:00:00Z,,t2245358487,,Calpurnia gens,,Lucius Calpurnius Piso Caesoninus,Rutilia
Plautia Urgulanilla,,-0007-01-01T00:00:00Z,,,,Plautia gens,,Marcus Plautius Silvanus,Lartia
Herennia Etruscilla,,0300-01-01T00:00:00Z,,Rome,,Herennia gens,,,
Sextus Empiricus,,0200-01-01T00:00:00Z,,Alexandria,Sextus,,,,
Ulpia Marciana,,0048-01-01T00:00:00Z,,Rome,,Ulpia gens,,Marcus Ulpius Traianus,Marcia
Sallustia Orbiana,,0200-01-01T00:00:00Z,,,,,,Seius Sallustius,
Galla Placidia,,0388-01-01T00:00:00Z,,Rome,,Aelia gens,,Theodosius I,Galla
Aelia Paetina,,0008-01-01T00:00:00Z,,,,Aelia gens,,Sextus Aelius Catus,
Milonia Caesonia,,0007-01-01T00:00:00Z,,Palatine Hill,,Caesonia gens,,,Vistilia
Statilia Messalina,,0030-01-01T00:00:00Z,,Rome,,Statilia gens,Messalina,Titus Statilius Taurus,
Statilia Messalina,,0035-01-01T00:00:00Z,,Rome,,Statilia gens,Messalina,Titus Statilius Taurus,
Marcia Otacilia Severa,,0300-01-01T00:00:00Z,,,,Otacilia gens,,,
Livia Orestilla,,0020-01-01T00:00:00Z,,,,Cornelia gens,Orestilla,Publius Cornelius Scipio Orestinus,
Livia Orestilla,,0020-01-01T00:00:00Z,,,,Cornelia gens,Orestina,Publius Cornelius Scipio Orestinus,
Junia Claudilla,,0017-01-01T00:00:00Z,,,,Junia gens,,Marcus Junius Silanus,
Aquilia Severa,,0150-01-01T00:00:00Z,,,,Aquillia gens,,,
Aelius Donatus,,0320-01-01T00:00:00Z,,,,Aelia gens,,,
Chrysanthius,,0310-01-01T00:00:00Z,,,,,,,
Eusebius of Myndus,,0300-01-01T00:00:00Z,,,,,,,
Sopater of Apamea,,0242-01-01T00:00:00Z,,,,,,,
Valerius Aedituus,,,,,,Valeria gens,,,
Quintus Maecius Laetus,,0200-01-01T00:00:00Z,,,Quintus,Maecia gens,,,
Aulus Egrilius Plarianus,,0050-01-01T00:00:00Z,,,Aulus,,,,
Aulus Gabinius Secundus,,,,,Aulus,Gabinia gens,Secundus,,
Aulus Gabinius Secundus,,,,,Publius,Gabinia gens,Secundus,,
Seleucus,,0200-01-01T00:00:00Z,,,Marcus,,,,
Celsus,,,,,Titus,,,,
Bacurius the Iberian,,,,,,,,,
Aulus Caecina Tacitus,,0250-01-01T00:00:00Z,,,Aulus,Caecina gens,,,
Lucius Valerius Messalla Apollinaris,,0200-01-01T00:00:00Z,,,Lucius,Valeria gens,,Lucius Valerius Messalla Thrasea Priscus,
Justina,,0400-01-01T00:00:00Z,,Thessaloniki,,,,Justus,
Gratian,,0400-01-01T00:00:00Z,,Roman Britain,,,,,
Marcus,,0400-01-01T00:00:00Z,,Roman Britain,Marcus,,,,
Taurinius,,0200-01-01T00:00:00Z,,Euphrates,,,,,
Quintus Pedius,,-0100-01-01T00:00:00Z,,Rome,Quintus,Pedia gens,,Pedius,Julia Major
Drusilla,,0038-01-01T00:00:00Z,,,,,,Agrippa I,Cypros
Domitilla the Younger,,0045-01-01T00:00:00Z,,Rome,,Flavia gens,Domitilla,Vespasian,Domitilla the Elder
Basilina,,0300-01-01T00:00:00Z,,,,,,Julius Julianus,
Junia,,0050-01-01T00:00:00Z,,,,Junia gens,,,
Junia,,0050-01-01T00:00:00Z,,,,Junia gens,,,
Secundus of Asti,,0100-01-01T00:00:00Z,,Asti,,,,,
Ulpia Severina,,0200-01-01T00:00:00Z,,,,Ulpia gens,,Ulrius Crinitus,
Gaius Petronius,,-0050-01-01T00:00:00Z,,,Gaius,Petronia gens,,,
Pacatianus,,0200-01-01T00:00:00Z,,,,Claudia gens,,,
Domitianus II,,0300-01-01T00:00:00Z,,,,,,,
Julia Livia,,0005-01-01T00:00:00Z,,,,Julia gens,,Drusus Julius Caesar,Livilla
Sextus Martinianus,,0250-01-01T00:00:00Z,,Cappadocia,Sextus,Marcia gens,,,
Sextilia,,-0100-01-01T00:00:00Z,,Rome,,Sextilia gens,,,
Gaius Junius Silanus,,-0100-01-01T00:00:00Z,,,Gaius,Junia gens,Silanus,,
Marcia,,-0080-01-01T00:00:00Z,,t2169403394,,Marcia gens,,Lucius Marcius Philippus,t2169403392
Tatian,,0120-01-01T00:00:00Z,,Assyria,,,,,
Martina of Rome,,0200-01-01T00:00:00Z,,Rome,,,,,
Albia Dominica,,0337-01-01T00:00:00Z,,,,Albia gens,,Petronius,
Eumachia,,0050-01-01T00:00:00Z,,,,,,,
Tullia Major,,-0600-01-01T00:00:00Z,,Rome,,Tullia gens,,Servius Tullius,Tarquinia the Elder
Egeria,,0400-01-01T00:00:00Z,,,,,,,
Sextus Varius Marcellus,,0165-01-01T00:00:00Z,,,Sextus,,,,
Munatia Plancina,,-0100-01-01T00:00:00Z,,,,Munatia gens,,,
Arnobius the Younger,,0500-01-01T00:00:00Z,,Rome,,,,,
Titus Flavius Clemens,,0050-01-01T00:00:00Z,,Rome,Titus,Flavia gens,,Titus Flavius Sabinus,
Quintus Curtius Rufus,,-0100-01-01T00:00:00Z,,,Quintus,Curtia gens,,,
Marcus Nummius Umbrius Primus Senecio Albinus,,0200-01-01T00:00:00Z,,,Marcus,Nummia gens,Albinus,,
Marcus Nummius Umbrius Primus Senecio Albinus,,0200-01-01T00:00:00Z,,,Marcus,Umbria  gens,Albinus,,
Marcus Nummius Umbrius Primus Senecio Albinus,,0200-01-01T00:00:00Z,,,Marcus,Nummia gens,Senecio,,
Marcus Nummius Umbrius Primus Senecio Albinus,,0200-01-01T00:00:00Z,,,Marcus,Umbria  gens,Senecio,,
Titus Veturius Geminus Cicurinus,,-0600-01-01T00:00:00Z,,t2115084707,Titus,Veturia gens,Cicurinus,t2115084706,t2115084712
Titus Veturius Geminus Cicurinus,,-0600-01-01T00:00:00Z,,t2115084707,Titus,Veturia gens,Geminus,t2115084706,t2115084712
Decimus Carfulenus,,,,Castelfranco Emilia,Decimus,,,,
Gaius Silius,,0013-01-01T00:00:00Z,,Rome,Gaius,Silia gens,,Gaius Silius,Sosia Galla
Vitruvia,,0250-01-01T00:00:00Z,,,,Vitruvia gens,,,
Epaphroditos,,0020-01-01T00:00:00Z,,,,,,,
Caenis,,0050-01-01T00:00:00Z,,Rome,,Antonia gens,,,
Eutropia,,0300-01-01T00:00:00Z,,Rome,,,,Constantius Chlorus,Flavia Maximiana Theodora
Laurentius,,0500-01-01T00:00:00Z,,Rome,,,,,
Gaius Gracchus,,-0153-01-01T00:00:00Z,,Rome,Gaius,Sempronia gens,Gracchus,Tiberius Sempronius Gracchus,Cornelia
